number,volume,entropy,sd,mean,skew_value,binary_skew_value
20100706,44060,11.475306668063721,0.48209282405087994,0.3673858642578125,3.450890489202288,-0.6328130077124814
20120707,52458,11.746351965081455,0.4996674013982663,0.4817657470703125,4.47870029886313,-1.0897344034263594
20141110,44213,11.520139381988423,0.48641306521243827,0.3842315673828125,3.5302932964186295,-0.9103456684763478
20100412,50730,11.661302365711244,0.4966811027924603,0.4424858093261719,3.3026250407444193,-1.027670858254748
20120412,42881,11.591570272960197,0.4923164566181748,0.41268157958984375,2.3812239605178624,-0.7457208577684048
20110906,37928,11.38601212464728,0.4723396772942448,0.3360023498535156,2.037815184589653,-0.34198989868914803
20101220,39208,11.436854028018937,0.47806451500938735,0.3535270690917969,2.2166282513444027,-0.2921297937844377
20090820,46160,11.58996057743708,0.49219826940077394,0.412017822265625,3.1890762774488586,-0.8234977901268433
20100309,44881,11.618806844954682,0.49420194093181075,0.4240760803222656,2.857600819786836,-0.8553400377638388
20131227,56392,11.73120922661278,0.49935062569989935,0.47452545166015625,3.4187234122173358,-1.5522577354466245
20120110,53903,11.698765823513298,0.49834706313597654,0.4593772888183594,3.735149694423414,-1.48614562448178
20140408,48130,11.553597048179268,0.4893400059778291,0.3973045349121094,3.162357589957105,-0.6275370162594084
20110222,60013,11.828334565902537,0.49947410680310533,0.5229263305664062,6.406359730662864,-2.1385947698781673
20140123,55758,11.693871075584243,0.49815913843353354,0.4571342468261719,4.249091251859277,-1.5483017693804606
20090223,17306,10.774425206686043,0.49888525780378484,0.466630859375,2.8077865948402967,-1.1075527859368928
20120530,43413,11.603488029024476,0.49316838728488505,0.4176292419433594,3.678077382789821,-0.8843877349747092
20090915,46769,11.515053199736291,0.48594498968693894,0.3822822570800781,3.093267081785174,-0.7501774916106968
20130502,45784,11.492865604592449,0.48383593358924004,0.37389373779296875,2.577651665007798,-0.5811929042101163
20121008,50267,11.751107371260805,0.4997459218104524,0.48406219482421875,3.331549288842075,-1.1531977555553128
20090629,61228,11.866655075670339,0.49811688156413403,0.5433540344238281,8.464365370561882,-3.6891252207534566
20120521,51326,11.682642922781167,0.4976935769627646,0.4520301818847656,3.3482051703459343,-1.418411877599066
20090418,43155,11.689455281972375,0.4979817199250236,0.4551200866699219,2.9826108426427007,-0.4041886348828428
20091012,38192,11.334169543735623,0.4660995109369193,0.3190269470214844,2.999785777584591,-0.2862116395235778
20150619,10877,10.236417809461043,0.4944540222543015,0.4257354736328125,1.9177781730828107,-0.12033440875107887
20140411,50792,11.58130348080551,0.491550189629012,0.4084663391113281,4.4591866007130525,-0.9537860867105047
20150402,45836,11.482373469675707,0.48280196620541455,0.3699913024902344,3.00435658324224,-0.5392879771109896
20120303,54266,11.691105122596849,0.49804887584209573,0.45587158203125,3.908853594316055,-1.424272058087727
20150413,41918,11.537705878584026,0.48798349682302006,0.3910408020019531,2.7813544231061615,-0.6750354034264322
20090904,58029,11.823786810369418,0.49957737136971947,0.5205535888671875,4.616702005611158,-2.2344570113416786
20130330,48604,11.616645635998127,0.4940604207801233,0.4231605529785156,2.583172691024622,-0.7402377355758851
20110325,51192,11.710217732694003,0.4987501068998546,0.46466827392578125,5.566016514692004,-1.3209454439516186
20100519,41778,11.43001113814223,0.47731918908341275,0.3511161804199219,2.2768724143193353,-0.28067791172548173
20130131,59189,11.859305598729602,0.4984471740739575,0.5393753051757812,6.898460530365884,-2.408149051551315
20150721,60035,11.76620241069783,0.49992645642952904,0.491424560546875,4.873987245776187,-1.964655482806862
20110214,50268,11.621708118429305,0.4943896632481747,0.4253082275390625,2.105401410471763,-0.7401637399542341
20091130,11081,10.186445986151494,0.49966210162974506,0.51837890625,4.2404142715364985,-1.7278732370005103
20130926,45593,11.632901649472139,0.4950892697401058,0.4300956726074219,3.966040937596822,-1.0788644027118692
20150413,53560,11.65478954413291,0.49634005638274886,0.43961334228515625,3.550332937218022,-1.5058775203259203
20141212,44989,11.548996993874734,0.4889537826354899,0.3954811096191406,3.5292072313386407,-0.7288736683180378
20101122,55703,11.81281521952974,0.49977872989930594,0.5148735046386719,3.3598664659415975,-1.6511977917618945
20120430,54390,11.69326171902087,0.49813509789660143,0.45685577392578125,4.07390139591787,-1.2341696157890816
20131107,39878,11.460916124809401,0.4806180909422742,0.3621368408203125,2.836094449759515,-0.5532943055957517
20091110,44577,11.557717169754163,0.4896813837749381,0.3989448547363281,2.919403348039471,-0.9015435608108741
20130222,46715,11.540326601318167,0.48821148892595295,0.39206695556640625,2.5764002556296677,-0.72372875727371
20090506,51876,11.655500837241664,0.49637801345457977,0.4399261474609375,4.249559469106725,-1.492178084979758
20121121,42182,11.540287681726038,0.488208115286247,0.39205169677734375,2.4219717840561774,-0.5533624809149252
20120113,47652,11.554834868047442,0.48944302154214553,0.397796630859375,3.6400477916333904,-0.5344100381613803
20110622,52806,11.653096019504245,0.4962489889908174,0.4388694763183594,5.434554525629774,-1.3372148885588906
20110517,12726,10.41069664452758,0.33263384309085153,0.12669754028320312,4.234474670005131,2.3863266544032373
20100402,51695,11.662698003278834,0.49675227359304786,0.4431037902832031,4.192734165292418,-1.4722874879037031
20100810,56308,11.753004792990644,0.49977439486739383,0.4849815368652344,4.053817143438328,-1.740457184061957
20090804,54057,11.683950118021881,0.49775021239951966,0.4526214599609375,3.3606503480502377,-1.30953947278001
20090214,19619,10.667954894342113,0.4934775217264818,0.419501953125,2.41119280782057,-0.9037811318318485
20130111,48711,11.645750358082731,0.4958427602081492,0.4356575012207031,4.120946826222913,-1.0043307153640477
20111210,55262,11.702032283058347,0.4984672982966996,0.4608802795410156,4.091334880160407,-1.721257764905062
20131206,54493,11.722983776735777,0.4991371445941751,0.4706382751464844,3.541469354393869,-1.2817670219407356
20100106,51103,11.610959205241597,0.49368127173081605,0.4207611083984375,2.3699401435871366,-0.58878654198519
20150708,47233,11.601915716029735,0.4930583496944487,0.4169731140136719,2.638352914322131,-1.5589593231955523
20091218,8853,10.071329788065247,0.49855480189009405,0.46201171875,2.549593908877749,-0.5033464460601225
20111010,45055,11.632875040871346,0.49508765375208524,0.430084228515625,2.7435088353904633,-0.7416441608323423
20091214,47868,11.555256719983674,0.4894780405249285,0.3979644775390625,3.8137400756580275,-0.9890074786019383
20090331,30278,11.203256782066292,0.49999407256808837,0.4975653754340278,4.370567226292829,-1.8287479996872347
20150615,46244,11.668047101837528,0.497018719367624,0.4454803466796875,3.216843795412741,-0.8937469476679044
20131030,37555,11.342243899857175,0.4935692597984109,0.42006636639030615,2.7384752394303695,-1.07444706366838
