number,volume,entropy,sd,mean,skew_value,binary_skew_value
20101215,46308,11.682980427108635,0.4977082604233596,0.4521827697753906,2.9562994816033497,-0.7537498635186466
20101221,58023,11.769704932682195,0.49995305890594244,0.4931488037109375,4.488421684162371,-2.001472512303315
20130116,36021,11.317105209304914,0.46396757043556364,0.313629150390625,2.0358782982589543,-0.04065781267340188
20100520,47064,11.582805942418434,0.4916641592555067,0.40908050537109375,2.8628501177560493,-0.829528775915766
20130118,52830,11.723615795814629,0.4991545587591585,0.4709358215332031,5.215787564177733,-1.7121772637613186
20120118,40298,11.493599923850338,0.48390743684490334,0.37416839599609375,2.0705468940128444,-0.3442848925780381
20110215,55719,11.659369380978823,0.49658141010415774,0.4416313171386719,4.990481576926028,-1.325680611537021
20111228,48132,11.69447172129643,0.49818269603549714,0.4574089050292969,3.0948060649593843,-0.7287264937855116
20131206,33559,11.221529839139789,0.4834176080426732,0.3722995057397959,2.9762384884301434,-0.39618367898467766
20130402,34664,11.486448010496808,0.48320621281851395,0.3715019226074219,2.1769194279235564,-0.06424210002571468
20120207,40212,11.489922923404915,0.48354825476168356,0.37279510498046875,1.8976030440395377,-0.03613871072920032
20130730,53819,11.697086994642074,0.49828365051285417,0.4586067199707031,3.1151699189096567,-1.038898618920443
20090106,17622,10.851180047549816,0.49998512007506607,0.503857421875,2.229517983711505,-0.8113948518120445
20090904,40801,11.483589337934722,0.4829229531645297,0.3704414367675781,2.4595194726407232,-0.5515223753081886
20130214,52814,11.689832389062685,0.4979971608426055,0.455291748046875,3.599314097975446,-1.1368558562196271
20140128,48129,11.636602209663824,0.4953117941445357,0.4316902160644531,3.417540665864427,-0.6730271432320934
